pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
1757	Een vrouw oefent met een fluit	Eén vrouw speelt fluit	ENTAILMENT	4.485	A_entails_B	B_neutral_A	One woman is practicing with a flute	One woman is playing a flute	SEMEVAL	SEMEVAL	TRAIN
1758	Er is geen vrouw die fluit speelt	Eén vrouw speelt fluit	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	There is no woman playing a flute	One woman is playing a flute	SEMEVAL	SEMEVAL	TEST
1759	Een fluit wordt bespeeld door een meisje	Een vrouw oefent met een fluit	NEUTRAL	4.2	A_neutral_B	B_neutral_A	A flute is being played by a girl	One woman is practicing with a flute	SEMEVAL	SEMEVAL	TRAIN
1760	Een fluit wordt bespeeld door een meisje	Er is geen vrouw die fluit speelt	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A flute is being played by a girl	There is no woman playing a flute	SEMEVAL	SEMEVAL	TEST
1761	Een fluit wordt op een mooie manier bespeeld door een meisje	Eén vrouw speelt fluit	ENTAILMENT	3.7	A_entails_B	B_neutral_A	A flute is being played in a lovely way by a girl	One woman is playing a flute	SEMEVAL	SEMEVAL	TEST
1762	Eén vrouw speelt fluit	Een fluit wordt door een meisje opgeborgen	NEUTRAL	2.3	A_neutral_B	B_neutral_A	One woman is playing a flute	A flute is being put away by a girl	SEMEVAL	SEMEVAL	TEST
1763	Een meisje maakt een fluit die niet bespeeld mag worden	Eén vrouw speelt fluit	NEUTRAL	2.7	A_neutral_B	B_neutral_A	A girl is making a flute which is not to be played	One woman is playing a flute	SEMEVAL	SEMEVAL	TEST
1764	Eén vrouw speelt fluit	Een fluit wordt bespeeld door een meisje	NEUTRAL	4.2	A_neutral_B	B_neutral_A	One woman is playing a flute	A flute is being played by a girl	SEMEVAL	SEMEVAL	TEST
1765	Een jongen speelt vrolijk piano	Een jongen speelt vrolijk op een piano	ENTAILMENT	5	A_entails_B	B_entails_A	A boy is happily playing the piano	One boy is happily playing a piano	SEMEVAL	SEMEVAL	TRAIN
1766	De jongen speelt niet vrolijk piano	Een jongen speelt vrolijk piano	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	The boy isn't playing the piano happily	A boy is happily playing the piano	SEMEVAL	SEMEVAL	TRAIN
1767	Het toneelstuk gaat over een gelukkige jongen die piano speelt	Een jongen speelt vrolijk piano	NEUTRAL	2.8	A_neutral_B	B_neutral_A	The play is about a happy boy playing the piano	A boy is happily playing the piano	SEMEVAL	SEMEVAL	TEST
1768	Een piano wordt bespeeld door een man	Een piano wordt bespeeld door een persoon	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A piano is being played by a man	A piano is being played by a person	SEMEVAL	SEMEVAL	TEST
1769	Een piano wordt bespeeld door een man	Een piano wordt niet bespeeld door een man	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A piano is being played by a man	A piano isn't being played by a man	SEMEVAL	SEMEVAL	TEST
1770	De pianospeler is een stoere man	Een piano wordt bespeeld door een man	NEUTRAL	3.4	A_neutral_B	B_neutral_A	The piano player is being a tough man	A piano is being played by a man	SEMEVAL	SEMEVAL	TEST
1771	Een jongen speelt vrolijk piano	Een piano wordt bespeeld door een persoon	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A boy is happily playing the piano	A piano is being played by a person	SEMEVAL	SEMEVAL	TRAIN
1772	Een jongen speelt vrolijk piano	Een piano wordt niet bespeeld door een man	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A boy is happily playing the piano	A piano isn't being played by a man	SEMEVAL	SEMEVAL	TRAIN
1773	Een jongen speelt vrolijk piano	De pianospeler is een stoere man	NEUTRAL	2.1	A_neutral_B	B_neutral_A	A boy is happily playing the piano	The piano player is being a tough man	SEMEVAL	SEMEVAL	TRAIN
1774	Een piano wordt bespeeld door een man	Een jongen speelt vrolijk op een piano	NEUTRAL	3.2	A_neutral_B	B_neutral_A	A piano is being played by a man	One boy is happily playing a piano	SEMEVAL	SEMEVAL	TEST
1775	De jongen speelt niet vrolijk piano	Een piano wordt bespeeld door een man	NEUTRAL	2.4	A_neutral_B	B_neutral_A	The boy isn't playing the piano happily	A piano is being played by a man	SEMEVAL	SEMEVAL	TEST
1776	Een piano wordt bespeeld door een man	Het toneelstuk gaat over een gelukkige jongen die piano speelt	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A piano is being played by a man	The play is about a happy boy playing the piano	SEMEVAL	SEMEVAL	TRAIN
1777	Een jongen speelt vrolijk piano	Een piano wordt bespeeld door een man	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A boy is happily playing the piano	A piano is being played by a man	SEMEVAL	SEMEVAL	TRAIN
1778	Een jachtluipaard achtervolgt zijn prooi ademloos over een veld	Een jachtluipaard jaagt zijn prooi over een veld	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A cheetah is breathlessly chasing its prey across a field	A cheetah is chasing its prey across a field	SEMEVAL	SEMEVAL	TEST
1779	Een jachtluipaard wordt door zijn prooi afgeschud door een veld heen	Een jachtluipaard jaagt zijn prooi over een veld	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A cheetah is shaken off by its prey across a field.	A cheetah is chasing its prey across a field	SEMEVAL	SEMEVAL	TEST
1780	Een jachtluipaard rent snel achter zijn prooi aan	De jachtluipaard loopt snel achter zijn prooi aan	ENTAILMENT	4.6	A_entails_B	B_entails_A	A cheetah is quickly running behind its prey.	The cheetah is running quickly behind its prey	SEMEVAL	SEMEVAL	TRAIN
1781	Een jachtluipaard rent snel achter zijn prooi aan	Er is geen jachtluipaard die snel achter zijn prooi aanloopt	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	A cheetah is quickly running behind its prey.	There is no cheetah quickly running behind its prey	SEMEVAL	SEMEVAL	TRAIN
1782	Een jachtluipaard rent snel achter zijn prooi aan	Een prooi loopt snel achter de jachtluipaard aan	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A cheetah is quickly running behind its prey.	A prey is quickly running behind the cheetah	SEMEVAL	SEMEVAL	TRAIN
1783	Een jachtluipaard jaagt zijn prooi over een veld	De jachtluipaard loopt snel achter zijn prooi aan	NEUTRAL	4.4	A_neutral_B	B_neutral_A	A cheetah is chasing its prey across a field	The cheetah is running quickly behind its prey	SEMEVAL	SEMEVAL	TRAIN
1784	Een jachtluipaard jaagt zijn prooi over een veld	Er is geen jachtluipaard die snel achter zijn prooi aanloopt	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A cheetah is chasing its prey across a field	There is no cheetah quickly running behind its prey	SEMEVAL	SEMEVAL	TRAIN
1785	Een prooi loopt snel achter de jachtluipaard aan	Een jachtluipaard jaagt zijn prooi over een veld	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A prey is quickly running behind the cheetah	A cheetah is chasing its prey across a field	SEMEVAL	SEMEVAL	TEST
1786	Een jachtluipaard achtervolgt zijn prooi ademloos over een veld	Een jachtluipaard rent snel achter zijn prooi aan	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A cheetah is breathlessly chasing its prey across a field	A cheetah is quickly running behind its prey.	SEMEVAL	SEMEVAL	TEST
1787	Een jachtluipaard wordt door zijn prooi afgeschud door een veld heen	Een jachtluipaard rent snel achter zijn prooi aan	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A cheetah is shaken off by its prey across a field.	A cheetah is quickly running behind its prey.	SEMEVAL	SEMEVAL	TRAIN
1788	Een jachtluipaard jaagt zijn prooi over een veld	Een jachtluipaard rent snel achter zijn prooi aan	ENTAILMENT	4.4	A_entails_B	B_entails_A	A cheetah is chasing its prey across a field	A cheetah is quickly running behind its prey.	SEMEVAL	SEMEVAL	TEST
1789	Een leeuw loopt moe in een stal	De leeuw loopt vermoeid in de pen	ENTAILMENT	4.9	A_entails_B	B_entails_A	A lion is pacing tiredly in a pen	The lion is pacing tiredly in the pen	SEMEVAL	SEMEVAL	TRAIN
1790	Er is geen leeuw die vermoeid in een hok loopt	Een leeuw loopt moe in een stal	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	There is no lion pacing tiredly in a pen	A lion is pacing tiredly in a pen	SEMEVAL	SEMEVAL	TEST
1791	Een leeuw is de hele pen aan het vermoeien door te stappen	Een leeuw loopt moe in een stal	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A lion is tiring the whole pen by pacing	A lion is pacing tiredly in a pen	SEMEVAL	SEMEVAL	TRAIN
1792	Een leeuw loopt langzaam	Een leeuw beweegt zich langzaam rond	ENTAILMENT	4.2	A_entails_B	B_neutral_A	A lion is slowly walking	A lion is slowly moving around	SEMEVAL	SEMEVAL	TRAIN
1793	Er is geen leeuw die loopt	Een leeuw loopt langzaam	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	There is no lion walking	A lion is slowly walking	SEMEVAL	SEMEVAL	TEST
1794	Niet iedereen is in staat om een leeuw uit te laten	Een leeuw loopt langzaam	NEUTRAL	2.5	A_neutral_B	B_neutral_A	Not everyone is able to walk a lion	A lion is slowly walking	SEMEVAL	SEMEVAL	TEST
1795	Een leeuw loopt moe in een stal	Een leeuw beweegt zich langzaam rond	NEUTRAL	4	A_neutral_B	B_neutral_A	A lion is pacing tiredly in a pen	A lion is slowly moving around	SEMEVAL	SEMEVAL	TEST
1796	Een leeuw loopt moe in een stal	Er is geen leeuw die loopt	CONTRADICTION	2.8	A_contradicts_B	B_contradicts_A	A lion is pacing tiredly in a pen	There is no lion walking	SEMEVAL	SEMEVAL	TEST
1797	Niet iedereen is in staat om een leeuw uit te laten	Een leeuw loopt moe in een stal	NEUTRAL	2.3	A_neutral_B	B_neutral_A	Not everyone is able to walk a lion	A lion is pacing tiredly in a pen	SEMEVAL	SEMEVAL	TEST
1798	De leeuw loopt vermoeid in de pen	Een leeuw loopt langzaam	ENTAILMENT	4.4	A_entails_B	B_neutral_A	The lion is pacing tiredly in the pen	A lion is slowly walking	SEMEVAL	SEMEVAL	TRAIN
1799	Een leeuw loopt langzaam	Er is geen leeuw die vermoeid in een hok loopt	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	A lion is slowly walking	There is no lion pacing tiredly in a pen	SEMEVAL	SEMEVAL	TEST
1800	Een leeuw loopt langzaam	Een leeuw is de hele pen aan het vermoeien door te stappen	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A lion is slowly walking	A lion is tiring the whole pen by pacing	SEMEVAL	SEMEVAL	TEST
1801	Een leeuw loopt moe in een stal	Een leeuw loopt langzaam	ENTAILMENT	4	A_entails_B	B_neutral_A	A lion is pacing tiredly in a pen	A lion is slowly walking	SEMEVAL	SEMEVAL	TEST
1802	Een fluit wordt bespeeld door een man	De fluit wordt bespeeld door één man	ENTAILMENT	4.9	A_entails_B	B_entails_A	A flute is being played by a man	The flute is being played by one man	SEMEVAL	SEMEVAL	TEST
1803	Een fluit wordt bespeeld door een man	Een fluit wordt niet bespeeld door een man	CONTRADICTION	4.3	A_contradicts_B	B_contradicts_A	A flute is being played by a man	A flute isn't being played by a man	SEMEVAL	SEMEVAL	TEST
1804	Een man speelt luid op de gitaar	De volwassene speelt luid op de gitaar	ENTAILMENT	4.8	A_entails_B	B_neutral_A	A man is playing the guitar loudly	The adult is playing the guitar loudly	SEMEVAL	SEMEVAL	TEST
1805	Er is geen man die luidruchtig op de gitaar speelt	Een man speelt luid op de gitaar	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	There is no man playing the guitar loudly	A man is playing the guitar loudly	SEMEVAL	SEMEVAL	TEST
1806	De luidruchtige man mag niet op de gitaar spelen	Een man speelt luid op de gitaar	NEUTRAL	2.6	A_neutral_B	B_neutral_A	The loud man is not allowed to play the guitar	A man is playing the guitar loudly	SEMEVAL	SEMEVAL	TEST
1807	De volwassene speelt luid op de gitaar	Een fluit wordt bespeeld door een man	NEUTRAL	2.4	A_neutral_B	B_neutral_A	The adult is playing the guitar loudly	A flute is being played by a man	SEMEVAL	SEMEVAL	TRIAL
1808	Er is geen man die luidruchtig op de gitaar speelt	Een fluit wordt bespeeld door een man	NEUTRAL	1.8	A_neutral_B	B_neutral_A	There is no man playing the guitar loudly	A flute is being played by a man	SEMEVAL	SEMEVAL	TRAIN
1809	De luidruchtige man mag niet op de gitaar spelen	Een fluit wordt bespeeld door een man	NEUTRAL	2.8	A_neutral_B	B_neutral_A	The loud man is not allowed to play the guitar	A flute is being played by a man	SEMEVAL	SEMEVAL	TRAIN
1810	De fluit wordt bespeeld door één man	Een man speelt luid op de gitaar	NEUTRAL	3.4	A_neutral_B	B_neutral_A	The flute is being played by one man	A man is playing the guitar loudly	SEMEVAL	SEMEVAL	TEST
1811	Een man speelt luid op de gitaar	Een fluit wordt niet bespeeld door een man	NEUTRAL	2.4	A_neutral_B	B_neutral_A	A man is playing the guitar loudly	A flute isn't being played by a man	SEMEVAL	SEMEVAL	TRIAL
1812	Een man speelt luid op de gitaar	Een fluit wordt bespeeld door een man	NEUTRAL	3.1	A_neutral_B	B_neutral_A	A man is playing the guitar loudly	A flute is being played by a man	SEMEVAL	SEMEVAL	TRAIN
1813	De persoon snijdt een paprika in blokjes die oranje is	Een oranje paprika wordt in blokjes gesneden door een persoon	ENTAILMENT	4.9	A_entails_B	B_entails_A	The person is dicing up a pepper which is orange	An orange pepper is being diced up by a person	SEMEVAL	SEMEVAL	TEST
1814	De persoon is niet bezig om een oranje paprika in blokjes te snijden	De persoon snijdt een paprika in blokjes die oranje is	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	The person isn't dicing up an orange pepper	The person is dicing up a pepper which is orange	SEMEVAL	SEMEVAL	TRAIN
1815	De persoon snijdt een paprika in blokjes die oranje is	De oranje gekleurde dobbelstenen worden door een kok gegoten om de paprika te winnen	NEUTRAL	2.9	A_neutral_B	B_neutral_A	The person is dicing up a pepper which is orange	The orange colored dices are being cast by a cook to win the pepper	SEMEVAL	SEMEVAL	TRAIN
1816	Een kok snijdt vlug wat paprika's in reepjes	Een kok snijdt wat paprika's in reepjes	ENTAILMENT	4.7	A_entails_B	B_neutral_A	A cook is rapidly slicing some bell peppers	A cook is slicing some bell peppers	SEMEVAL	SEMEVAL	TEST
1817	Er is geen kok die wat paprika's in reepjes snijdt	Een kok snijdt wat paprika's in reepjes	CONTRADICTION	4.15	A_contradicts_B	B_contradicts_A	There is no cook slicing some bell peppers	A cook is slicing some bell peppers	SEMEVAL	SEMEVAL	TEST
1818	Er rinkelen wat belletjes bij een kok die paprika's in reepjes snijdt	Een kok snijdt wat paprika's in reepjes	NEUTRAL	3.1	A_neutral_B	B_neutral_A	Some bells are ringing near a cook slicing peppers	A cook is slicing some bell peppers	SEMEVAL	SEMEVAL	TRAIN
1819	De persoon snijdt een paprika in blokjes die oranje is	Een kok snijdt vlug wat paprika's in reepjes	NEUTRAL	3.9	A_neutral_B	B_neutral_A	The person is dicing up a pepper which is orange	A cook is rapidly slicing some bell peppers	SEMEVAL	SEMEVAL	TEST
1820	Er is geen kok die wat paprika's in reepjes snijdt	De persoon snijdt een paprika in blokjes die oranje is	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	There is no cook slicing some bell peppers	The person is dicing up a pepper which is orange	SEMEVAL	SEMEVAL	TRAIN
1821	Er rinkelen wat belletjes bij een kok die paprika's in reepjes snijdt	De persoon snijdt een paprika in blokjes die oranje is	NEUTRAL	2.3	A_neutral_B	B_neutral_A	Some bells are ringing near a cook slicing peppers	The person is dicing up a pepper which is orange	SEMEVAL	SEMEVAL	TEST
1822	Een kok snijdt wat paprika's in reepjes	Een oranje paprika wordt in blokjes gesneden door een persoon	NEUTRAL	4.1	A_neutral_B	B_neutral_A	A cook is slicing some bell peppers	An orange pepper is being diced up by a person	SEMEVAL	SEMEVAL	TRAIN
1823	De persoon is niet bezig om een oranje paprika in blokjes te snijden	Een kok snijdt wat paprika's in reepjes	NEUTRAL	3.5	A_contradicts_B	B_neutral_A	The person isn't dicing up an orange pepper	A cook is slicing some bell peppers	SEMEVAL	SEMEVAL	TRAIN
1824	De oranje gekleurde dobbelstenen worden door een kok gegoten om de paprika te winnen	Een kok snijdt wat paprika's in reepjes	NEUTRAL	2.5	A_neutral_B	B_neutral_A	The orange colored dices are being cast by a cook to win the pepper	A cook is slicing some bell peppers	SEMEVAL	SEMEVAL	TEST
1825	De persoon snijdt een paprika in blokjes die oranje is	Een kok snijdt wat paprika's in reepjes	NEUTRAL	4.3	A_neutral_B	B_neutral_A	The person is dicing up a pepper which is orange	A cook is slicing some bell peppers	SEMEVAL	SEMEVAL	TRAIN
1826	Een meisje snijdt de boter in twee stukken	Een meisje snijdt boter in twee stukken	ENTAILMENT	4.9	A_entails_B	B_entails_A	A girl is cutting the butter into two pieces	A girl is cutting butter into two pieces	SEMEVAL	SEMEVAL	TEST
1827	Een meisje snijdt boter in twee stukken	Een meisje is twee stukken boter aan het smelten	NEUTRAL	3.6	A_neutral_B	B_contradicts_A	A girl is cutting butter into two pieces	A girl is melting two pieces of butter together	SEMEVAL	SEMEVAL	TEST
1828	Een meisje snijdt boter in twee stukken	Een goochelaar snijdt een meisje in tweeën als boter	NEUTRAL	2.2	A_neutral_B	B_neutral_A	A girl is cutting butter into two pieces	A magician is cutting a girl into two pieces like butter	SEMEVAL	SEMEVAL	TEST
1829	Er wordt wat tofu in schijfjes gesneden door één vrouw	Tofu wordt in schijfjes gesneden door een vrouw	ENTAILMENT	4.9	A_entails_B	B_entails_A	Some tofu is being sliced by one woman	Tofu is being sliced by a woman	SEMEVAL	SEMEVAL	TRAIN
1830	Tofu wordt in schijfjes gesneden door een vrouw	Tofu wordt niet in schijfjes gesneden door een vrouw	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	Tofu is being sliced by a woman	Tofu isn't being sliced by a woman	SEMEVAL	SEMEVAL	TRAIN
1831	Wat in schijfjes gesneden tofu wordt gegeten door een vrouw	Tofu wordt in schijfjes gesneden door een vrouw	NEUTRAL	3.5	A_neutral_B	B_neutral_A	Some sliced tofu is being eaten by a woman	Tofu is being sliced by a woman	SEMEVAL	SEMEVAL	TEST
1832	Een meisje snijdt boter in twee stukken	Er wordt wat tofu in schijfjes gesneden door één vrouw	NEUTRAL	2.2	A_neutral_B	B_neutral_A	A girl is cutting butter into two pieces	Some tofu is being sliced by one woman	SEMEVAL	SEMEVAL	TRAIN
1833	Tofu wordt niet in schijfjes gesneden door een vrouw	Een meisje snijdt boter in twee stukken	NEUTRAL	1.9	A_neutral_B	B_neutral_A	Tofu isn't being sliced by a woman	A girl is cutting butter into two pieces	SEMEVAL	SEMEVAL	TEST
1834	Een meisje snijdt boter in twee stukken	Wat in schijfjes gesneden tofu wordt gegeten door een vrouw	NEUTRAL	1.5	A_neutral_B	B_neutral_A	A girl is cutting butter into two pieces	Some sliced tofu is being eaten by a woman	SEMEVAL	SEMEVAL	TEST
